OverallQual_GrLivArea,Overall Qual_p3,Overall Qual_p2,Overall Qual,Gr Liv Area,Gr Liv Area_p2,Yr Sold,SalePrice
4420,125,25,5,884,781456,2006,142000
14273,343,49,7,2039,4157521,2006,167000
6920,125,25,5,1384,1915456,2006,159000
13200,125,25,5,2640,6969600,2006,180000
7872,216,36,6,1312,1721344,2006,127000
7860,216,36,6,1310,1716100,2006,112000
2139,27,9,3,713,508369,2006,99800
4165,125,25,5,833,693889,2006,117000
5365,125,25,5,1073,1151329,2006,108480
2145,27,9,3,715,511225,2006,68000
2880,64,16,4,720,518400,2006,86900
5650,125,25,5,1130,1276900,2006,120000
9570,216,36,6,1595,2544025,2006,155500
7040,64,16,4,1760,3097600,2006,80000
3642,27,9,3,1214,1473796,2006,105000
12070,125,25,5,2414,5827396,2006,160000
7330,125,25,5,1466,2149156,2006,170000
7944,216,36,6,1324,1752976,2006,160000
5430,125,25,5,1086,1179396,2006,159950
6876,216,36,6,1146,1313316,2006,165000
10404,216,36,6,1734,3006756,2006,159000
7242,216,36,6,1207,1456849,2006,147000
4560,125,25,5,912,831744,2006,115000
7164,216,36,6,1194,1425636,2006,159500
5184,216,36,6,864,746496,2006,120000
4080,125,25,5,816,665856,2006,129900
10638,216,36,6,1773,3143529,2006,183000
10304,343,49,7,1472,2166784,2006,157500
17136,343,49,7,2448,5992704,2006,277500
8000,125,25,5,1600,2560000,2006,207500
6084,64,16,4,1521,2313441,2006,147500
4768,64,16,4,1192,1420864,2006,135000
5200,125,25,5,1040,1081600,2006,109500
4160,64,16,4,1040,1081600,2006,109900
5200,125,25,5,1040,1081600,2006,133700
3120,27,9,3,1040,1081600,2006,81400
3120,27,9,3,1040,1081600,2006,87500
3120,27,9,3,1040,1081600,2006,93500
7780,125,25,5,1556,2421136,2006,119000
5750,125,25,5,1150,1322500,2006,141000
5750,125,25,5,1150,1322500,2006,146000
8088,216,36,6,1348,1817104,2006,155000
4995,125,25,5,999,998001,2006,134500
7315,343,49,7,1045,1092025,2006,120000
4320,125,25,5,864,746496,2006,105000
5125,125,25,5,1025,1050625,2006,124000
10070,125,25,5,2014,4056196,2006,169000
5312,64,16,4,1328,1763584,2006,107000
8340,125,25,5,1668,2782224,2006,135000
6628,64,16,4,1657,2745649,2006,111500
8496,216,36,6,1416,2005056,2006,156500
11487,343,49,7,1641,2692881,2006,178000
9996,343,49,7,1428,2039184,2006,139900
7028,343,49,7,1004,1008016,2006,105000
4878,216,36,6,813,660969,2006,110000
7804,64,16,4,1951,3806401,2006,111500
6192,216,36,6,1032,1065024,2006,108000
4220,125,25,5,844,712336,2006,111500
8750,125,25,5,1750,3062500,2006,124000
3456,64,16,4,864,746496,2006,105000
6708,216,36,6,1118,1249924,2006,116000
4128,27,9,3,1376,1893376,2006,96900
4800,125,25,5,960,921600,2006,135500
7830,125,25,5,1566,2452356,2006,139000
1476,27,9,3,492,242064,2006,61500
7092,216,36,6,1182,1397124,2006,120000
3489,27,9,3,1163,1352569,2006,126175
2520,27,9,3,840,705600,2006,64000
11568,216,36,6,1928,3717184,2006,137000
7096,64,16,4,1774,3147076,2006,87000
12376,343,49,7,1768,3125824,2006,163000
14728,343,49,7,2104,4426816,2006,155000
7200,125,25,5,1440,2073600,2006,79000
11830,343,49,7,1690,2856100,2006,144000
8208,216,36,6,1368,1871424,2006,114504
12334,343,49,7,1762,3104644,2006,157000
7200,216,36,6,1200,1440000,2006,125000
36080,1000,100,10,3608,13017664,2006,475000
6240,125,25,5,1248,1557504,2006,93500
4800,125,25,5,960,921600,2006,125000
3060,27,9,3,1020,1040400,2006,64500
3152,64,16,4,788,620944,2006,100000
9462,216,36,6,1577,2486929,2006,140200
10962,216,36,6,1827,3337929,2006,202500
9984,216,36,6,1664,2768896,2006,159000
5590,125,25,5,1118,1249924,2006,119900
7056,216,36,6,1176,1382976,2006,114500
6720,125,25,5,1344,1806336,2006,115000
3486,27,9,3,1162,1350244,2006,75000
5075,125,25,5,1015,1030225,2006,88000
3648,64,16,4,912,831744,2006,80500
7880,125,25,5,1576,2483776,2006,149000
6620,125,25,5,1324,1752976,2006,110000
6618,216,36,6,1103,1216609,2006,110500
3080,125,25,5,616,379456,2006,89000
5240,125,25,5,1048,1098304,2006,113000
4080,125,25,5,816,665856,2006,109000
14916,216,36,6,2486,6180196,2006,220000
3840,64,16,4,960,921600,2006,129000
9810,216,36,6,1635,2673225,2006,117000
2772,64,16,4,693,480249,2006,52500
5720,64,16,4,1430,2044900,2006,107000
6650,125,25,5,1330,1768900,2006,116500
4095,125,25,5,819,670761,2006,72000
8256,216,36,6,1376,1893376,2006,119500
6800,125,25,5,1360,1849600,2006,125500
3231,27,9,3,1077,1159929,2006,91000
4524,216,36,6,754,568516,2006,84500
5904,216,36,6,984,968256,2006,90000
7110,125,25,5,1422,2022084,2006,137500
11526,216,36,6,1921,3690241,2006,150000
8200,125,25,5,1640,2689600,2006,131000
6760,125,25,5,1352,1827904,2006,130000
5160,125,25,5,1032,1065024,2006,125000
4395,125,25,5,879,772641,2006,80000
7511,343,49,7,1073,1151329,2006,157000
5528,64,16,4,1382,1909924,2006,148000
5184,64,16,4,1296,1679616,2006,90000
6408,216,36,6,1068,1140624,2006,154500
5320,125,25,5,1064,1132096,2006,153600
6600,125,25,5,1320,1742400,2006,164500
5604,216,36,6,934,872356,2006,132000
5295,125,25,5,1059,1121481,2006,142500
5795,125,25,5,1159,1343281,2006,158000
8400,216,36,6,1400,1960000,2006,149500
7290,125,25,5,1458,2125764,2006,165000
8605,125,25,5,1721,2961841,2006,180000
6240,216,36,6,1040,1081600,2006,160500
9835,125,25,5,1967,3869089,2006,156500
9745,125,25,5,1949,3798601,2006,157000
9600,125,25,5,1920,3686400,2006,172500
9015,125,25,5,1803,3250809,2006,155000
8895,125,25,5,1779,3164841,2006,170000
4360,125,25,5,872,760384,2006,105000
3840,64,16,4,960,921600,2006,145000
7185,125,25,5,1437,2064969,2006,168000
12810,343,49,7,1830,3348900,2006,278000
5000,125,25,5,1000,1000000,2006,164000
16009,343,49,7,2287,5230369,2006,225000
4050,125,25,5,810,656100,2006,130000
4470,125,25,5,894,799236,2006,142500
11900,343,49,7,1700,2890000,2006,148400
10171,343,49,7,1453,2111209,2006,190000
5400,64,16,4,1350,1822500,2006,146000
5750,125,25,5,1150,1322500,2006,128000
10040,125,25,5,2008,4032064,2006,225000
13206,216,36,6,2201,4844401,2006,274970
12054,216,36,6,2009,4036081,2006,235000
22032,216,36,6,3672,13483584,2006,415000
7800,125,25,5,1560,2433600,2006,182000
7440,125,25,5,1488,2214144,2006,135000
5285,125,25,5,1057,1117249,2006,137000
11130,216,36,6,1855,3441025,2006,136900
9654,216,36,6,1609,2588881,2006,149900
5740,125,25,5,1148,1317904,2006,123500
5620,125,25,5,1124,1263376,2006,93000
7280,125,25,5,1456,2119936,2006,91500
7788,216,36,6,1298,1684804,2006,180000
15354,216,36,6,2559,6548481,2006,209000
15288,512,64,8,1911,3651921,2006,215000
8640,216,36,6,1440,2073600,2006,224500
13132,343,49,7,1876,3519376,2006,229800
8456,343,49,7,1208,1459264,2006,183600
8540,343,49,7,1220,1488400,2006,194000
9058,343,49,7,1294,1674436,2006,193879
11298,343,49,7,1614,2604996,2006,221500
10486,343,49,7,1498,2244004,2006,204900
13734,343,49,7,1962,3849444,2006,239799
11076,216,36,6,1846,3407716,2006,233555
12138,343,49,7,1734,3006756,2006,260000
12720,512,64,8,1590,2528100,2006,294900
12663,343,49,7,1809,3272481,2006,209700
11298,343,49,7,1614,2604996,2006,225000
11172,343,49,7,1596,2547216,2006,181000
15320,512,64,8,1915,3667225,2006,220000
7910,125,25,5,1582,2502724,2006,190000
5928,216,36,6,988,976144,2006,180000
10731,343,49,7,1533,2350089,2006,280000
8328,216,36,6,1388,1926544,2006,158900
4570,125,25,5,914,835396,2006,148000
5500,125,25,5,1100,1210000,2006,145000
8994,216,36,6,1499,2247001,2006,187000
9975,343,49,7,1425,2030625,2006,193000
4950,125,25,5,990,980100,2006,156000
10675,343,49,7,1525,2325625,2006,235000
8964,216,36,6,1494,2232036,2006,217000
11116,343,49,7,1588,2521744,2006,214000
12243,343,49,7,1749,3059001,2006,196000
12453,343,49,7,1779,3164841,2006,217000
13027,343,49,7,1861,3463321,2006,200000
12432,343,49,7,1776,3154176,2006,192500
10787,343,49,7,1541,2374681,2006,205000
4770,125,25,5,954,910116,2006,132500
8328,216,36,6,1388,1926544,2006,157500
7692,216,36,6,1282,1643524,2006,174000
4855,125,25,5,971,942841,2006,128500
4320,125,25,5,864,746496,2006,128500
4470,125,25,5,894,799236,2006,149900
4320,125,25,5,864,746496,2006,119900
7920,216,36,6,1320,1742400,2006,137000
15912,512,64,8,1989,3956121,2006,255000
12334,343,49,7,1762,3104644,2006,222000
10530,216,36,6,1755,3080025,2006,214000
10864,512,64,8,1358,1844164,2006,220000
14296,512,64,8,1787,3193369,2006,275000
13363,343,49,7,1909,3644281,2006,197000
11578,343,49,7,1654,2735716,2006,230000
17712,512,64,8,2214,4901796,2006,268500
14343,343,49,7,2049,4198401,2006,210900
13573,343,49,7,1939,3759721,2006,227000
13965,343,49,7,1995,3980025,2006,237000
14679,343,49,7,2097,4397409,2006,274300
12852,343,49,7,1836,3370896,2006,216837
5088,216,36,6,848,719104,2006,133000
5088,216,36,6,848,719104,2006,155900
15352,512,64,8,1919,3682561,2006,233230
9730,343,49,7,1390,1932100,2006,207000
13636,343,49,7,1948,3794704,2006,195000
10200,216,36,6,1700,2890000,2006,200000
12159,343,49,7,1737,3017169,2006,203160
11277,343,49,7,1611,2595321,2006,195800
10864,343,49,7,1552,2408704,2006,212900
12040,343,49,7,1720,2958400,2006,196500
9352,343,49,7,1336,1784896,2006,198000
9000,216,36,6,1500,2250000,2006,173900
8736,216,36,6,1456,2119936,2006,163990
9170,343,49,7,1310,1716100,2006,164990
5744,64,16,4,1436,2062096,2006,98000
7330,125,25,5,1466,2149156,2006,149900
4880,64,16,4,1220,1488400,2006,102000
6072,216,36,6,1012,1024144,2006,127500
5880,216,36,6,980,960400,2006,127500
5880,125,25,5,1176,1382976,2006,119900
12068,343,49,7,1724,2972176,2006,196500
16198,343,49,7,2314,5354596,2006,229000
5360,125,25,5,1072,1149184,2006,145000
6432,216,36,6,1072,1149184,2006,140000
6432,216,36,6,1072,1149184,2006,142500
11963,343,49,7,1709,2920681,2006,134000
11963,343,49,7,1709,2920681,2006,130000
10254,216,36,6,1709,2920681,2006,130000
11963,343,49,7,1709,2920681,2006,137500
11956,343,49,7,1708,2917264,2006,130000
3744,64,16,4,936,876096,2006,97900
8028,216,36,6,1338,1790244,2006,92000
6676,64,16,4,1669,2785561,2006,107000
5920,125,25,5,1184,1401856,2006,81000
6105,125,25,5,1221,1490841,2006,104900
4320,125,25,5,864,746496,2006,115000
5928,64,16,4,1482,2196324,2006,125000
6250,125,25,5,1250,1562500,2006,116000
5656,64,16,4,1414,1999396,2006,83000
8920,64,16,4,2230,4972900,2006,118500
996,8,4,2,498,248004,2006,35000
5092,64,16,4,1273,1620529,2006,121000
9640,125,25,5,1928,3717184,2006,160000
9570,216,36,6,1595,2544025,2006,140000
7755,125,25,5,1551,2405601,2006,137000
8040,216,36,6,1340,1795600,2006,128000
10353,343,49,7,1479,2187441,2006,160000
8920,125,25,5,1784,3182656,2006,138887
9060,216,36,6,1510,2280100,2006,149000
7610,125,25,5,1522,2316484,2006,102000
11452,343,49,7,1636,2676496,2006,167000
12614,343,49,7,1802,3247204,2006,200100
7325,125,25,5,1465,2146225,2006,131000
6440,125,25,5,1288,1658944,2006,112000
12019,343,49,7,1717,2948089,2006,140000
9300,216,36,6,1550,2402500,2006,195000
12136,512,64,8,1517,2301289,2006,230000
8585,125,25,5,1717,2948089,2006,194000
4720,64,16,4,1180,1392400,2006,137500
14399,343,49,7,2057,4231249,2006,250000
11697,343,49,7,1671,2792241,2006,218000
14070,216,36,6,2345,5499025,2006,239000
11263,343,49,7,1609,2588881,2006,199500
10806,216,36,6,1801,3243601,2006,210000
10866,216,36,6,1811,3279721,2006,230000
8235,125,25,5,1647,2712609,2006,217500
11575,125,25,5,2315,5359225,2006,257000
6680,125,25,5,1336,1784896,2006,157000
11064,216,36,6,1844,3400336,2006,223000
4880,125,25,5,976,952576,2006,102000
7710,216,36,6,1285,1651225,2006,145400
2688,64,16,4,672,451584,2006,72000
2564,64,16,4,641,410881,2006,85000
3804,64,16,4,951,904401,2006,106500
9828,216,36,6,1638,2683044,2006,139000
5344,64,16,4,1336,1784896,2006,108000
2187,27,9,3,729,531441,2006,51689
960,8,4,2,480,230400,2006,35311
6980,125,25,5,1396,1948816,2006,115000
2808,27,9,3,936,876096,2006,78000
14224,512,64,8,1778,3161284,2006,375000
13168,512,64,8,1646,2709316,2006,300000
9750,216,36,6,1625,2640625,2006,242500
9984,216,36,6,1664,2768896,2006,145000
11928,512,64,8,1491,2223081,2006,209000
6024,216,36,6,1004,1008016,2006,135000
7260,216,36,6,1210,1464100,2006,148000
13713,343,49,7,1959,3837681,2006,171000
17633,343,49,7,2519,6345361,2006,335000
9065,343,49,7,1295,1677025,2006,230000
9900,216,36,6,1650,2722500,2006,250764
13656,512,64,8,1707,2913849,2006,228000
6822,216,36,6,1137,1292769,2006,176000
9373,343,49,7,1339,1792921,2006,180000
17598,343,49,7,2514,6320196,2006,250000
8418,216,36,6,1403,1968409,2006,202000
14400,512,64,8,1800,3240000,2006,312500
15680,512,64,8,1960,3841600,2006,320000
16224,512,64,8,2028,4112784,2006,369900
16542,729,81,9,1838,3378244,2006,359900
1600,1,1,1,1600,2560000,2006,81500
9576,343,49,7,1368,1871424,2006,215000
7296,216,36,6,1216,1478656,2006,164000
8022,216,36,6,1337,1787569,2006,153500
5700,125,25,5,1140,1299600,2006,84500
6520,125,25,5,1304,1700416,2006,104500
7375,125,25,5,1475,2175625,2006,127000
15126,216,36,6,2521,6355441,2006,151400
4370,125,25,5,874,763876,2006,126500
8260,125,25,5,1652,2729104,2006,146500
2520,64,16,4,630,396900,2006,73000
4368,64,16,4,1092,1192464,2006,79400
6800,125,25,5,1360,1849600,2006,140000
3150,125,25,5,630,396900,2006,92000
4368,64,16,4,1092,1192464,2006,87550
4368,64,16,4,1092,1192464,2006,79500
4368,64,16,4,1092,1192464,2006,90500
4368,64,16,4,1092,1192464,2006,71000
10368,216,36,6,1728,2985984,2006,150900
8640,125,25,5,1728,2985984,2006,188000
5630,125,25,5,1126,1267876,2006,160000
6120,125,25,5,1224,1498176,2006,131000
6018,216,36,6,1003,1006009,2006,142500
4510,125,25,5,902,813604,2006,131000
4850,125,25,5,970,940900,2006,132000
6945,125,25,5,1389,1929321,2006,170000
14000,343,49,7,2000,4000000,2006,188000
